,forms,javascript,logged_links,href_links,iframes,ip,www,protocol,nof_vowels,nof_consonants,nof_special_sym,nof_digits,nof_alpha,nof_alphanumeric,nof_ques,nof_dollar,nof_percent,nof_at,nof_dash,nof_dots,nof_dir,nof_www,nof_http,nof_eq,dash_in_path,terms_in_url,Labels
233,1,0,0,0,0,0,0,0,8,16,1,2,24,26,0,0,0,0,0,2,3,0,1,0,1,4,0
234,0,0,0,0,0,0,0,1,7,28,1,7,42,49,1,0,0,0,3,2,3,0,1,1,1,10,0
235,0,0,0,0,0,0,0,1,7,29,1,7,41,48,1,0,0,0,3,1,3,0,1,1,1,9,0
236,1,0,0,1,0,0,0,0,7,18,1,0,25,25,0,0,0,0,0,1,4,0,1,0,2,5,0
237,1,0,0,1,0,0,0,0,7,18,1,0,25,25,0,0,0,0,0,1,5,0,1,0,3,5,0
238,0,0,0,3,0,0,0,1,11,30,1,3,41,44,0,0,0,0,1,3,3,0,1,0,1,7,0
239,0,0,0,3,0,0,0,1,12,30,1,3,42,45,0,0,0,0,1,3,3,0,1,0,1,7,0
240,0,0,0,0,0,0,0,0,10,19,1,0,29,29,0,0,0,0,0,3,5,0,1,0,3,7,0
241,0,0,0,0,0,0,0,0,10,19,1,0,29,29,0,0,0,0,0,3,4,0,1,0,2,7,0
242,0,0,0,0,0,0,0,1,18,38,2,0,60,60,0,0,0,0,2,3,4,0,1,0,2,9,0
243,0,0,0,0,0,0,0,1,16,34,2,0,53,53,0,0,0,0,1,2,4,0,1,0,2,7,0
244,0,0,0,1,0,1,0,0,3,10,1,11,13,24,0,0,0,0,0,3,4,0,1,0,2,6,0
245,0,0,0,0,0,0,0,1,18,40,2,0,62,62,0,0,0,0,2,3,4,0,1,0,2,9,0
246,0,0,0,0,0,0,0,1,12,25,1,0,38,38,0,0,0,0,2,2,4,0,1,0,2,7,0
247,0,0,0,0,0,0,0,1,9,20,1,0,29,29,0,0,0,0,1,1,4,0,1,0,2,5,0
248,0,0,0,3,0,0,0,1,17,38,1,3,55,58,0,0,0,0,2,3,4,0,1,0,2,9,0
249,0,0,0,3,0,0,0,1,15,31,1,3,46,49,0,0,0,0,2,2,4,0,1,0,2,7,0
250,1,0,0,0,0,0,0,0,8,24,1,0,32,32,1,0,0,0,1,2,3,0,1,1,1,8,0
251,1,0,0,0,0,0,0,0,5,12,1,0,17,17,0,0,0,0,1,1,2,0,1,0,0,4,0
252,1,0,0,0,1,0,0,1,9,31,1,15,40,55,0,0,0,0,4,2,4,0,1,0,2,9,0
253,0,0,0,1,0,0,0,0,3,12,1,0,18,18,0,0,0,0,0,1,5,0,1,0,3,5,0
254,1,0,0,0,1,0,0,1,22,50,4,15,72,87,1,0,0,1,4,4,6,0,2,2,2,17,0
255,1,0,0,0,0,0,0,0,4,15,1,0,19,19,0,0,0,0,0,1,4,0,1,0,2,4,0
256,1,0,0,0,0,0,0,1,6,14,1,2,23,25,0,0,0,0,1,1,3,0,1,0,1,5,0
257,0,0,0,0,0,0,0,1,10,21,1,0,31,31,0,0,0,0,0,2,3,0,1,0,1,4,0
258,1,0,0,0,0,0,0,1,7,13,1,0,20,20,0,0,0,0,1,2,3,0,1,0,1,5,0
259,0,0,0,0,0,0,0,1,7,28,1,13,35,48,0,0,0,0,3,2,4,0,1,0,2,8,0
260,1,0,0,0,0,0,0,1,6,13,1,0,19,19,0,0,0,0,1,2,3,0,1,0,1,5,0
261,0,0,0,0,0,0,0,1,3,16,1,0,19,19,0,0,0,0,1,1,2,0,1,0,0,4,0
262,0,0,0,0,0,0,0,1,3,14,1,0,17,17,0,0,0,0,0,1,2,0,1,0,0,3,0
263,0,0,0,0,0,0,0,1,17,33,1,0,50,50,0,0,0,0,2,2,7,0,1,0,5,9,0
264,0,0,0,1,0,0,0,0,11,19,1,0,30,30,0,0,0,0,0,1,4,0,1,0,2,4,0
265,0,0,2,5,2,0,0,0,12,39,1,6,52,58,0,0,0,0,0,1,8,0,1,3,6,8,0
266,0,0,0,0,0,0,0,0,27,57,3,0,87,87,1,0,0,0,1,2,11,0,1,2,9,16,0
267,1,0,0,0,0,0,0,0,13,27,1,0,40,40,0,0,0,0,0,1,6,0,1,0,4,7,0
268,1,0,0,0,0,0,0,0,13,23,1,0,37,37,0,0,0,0,0,1,5,0,1,0,3,6,0
269,2,0,0,0,1,0,0,0,15,23,1,3,38,41,0,0,0,0,0,1,6,0,1,0,4,7,0
270,1,0,0,0,0,0,0,1,9,16,1,5,26,31,0,0,0,0,2,1,4,0,1,0,2,7,0
271,0,0,0,0,0,0,0,1,12,29,1,0,41,41,0,0,0,0,0,1,5,0,1,0,3,6,0
272,1,0,0,0,0,0,0,1,7,14,1,0,26,26,0,0,0,0,0,1,4,0,1,0,2,5,0
273,0,0,0,1,0,0,0,1,33,60,14,9,105,114,0,0,2,0,1,2,4,0,1,0,2,8,0
274,6,0,1,154,1,0,0,1,8,20,1,0,28,28,0,0,0,0,0,2,4,0,2,0,2,5,0
275,6,0,1,154,1,0,0,1,8,20,1,0,28,28,0,0,0,0,0,2,3,0,2,0,1,5,0
276,1,0,0,1,0,0,1,0,23,60,4,5,88,93,1,0,0,0,2,2,9,1,1,2,7,15,0
277,1,0,0,1,0,0,1,0,23,60,4,5,88,93,1,0,0,0,2,2,9,1,1,2,7,15,0
278,1,0,0,0,0,0,1,0,21,35,1,0,56,56,0,0,0,0,0,3,8,1,1,0,6,11,0
279,0,0,1,21,1,0,1,0,10,21,1,0,33,33,0,0,0,0,0,3,4,1,1,0,2,7,0
280,0,0,0,0,0,0,1,0,8,20,1,0,28,28,0,0,0,0,1,2,4,1,1,0,2,7,0
281,0,0,0,0,0,0,0,0,18,38,2,0,64,64,0,0,0,0,0,1,9,0,2,0,7,10,0
282,0,0,0,4,0,0,0,1,3,10,1,0,13,13,0,0,0,0,0,1,3,0,1,0,1,3,0
283,0,0,0,0,0,0,0,1,19,35,1,4,55,59,0,0,0,0,1,3,5,0,1,0,3,9,0
284,0,0,0,0,0,0,0,0,13,35,2,3,51,54,0,0,1,0,2,1,7,0,1,0,5,11,0
285,0,0,0,1,0,0,1,1,10,18,1,0,28,28,0,0,0,0,0,5,4,1,1,0,2,8,0
286,0,0,0,0,0,0,0,1,9,21,1,0,30,30,0,0,0,0,1,1,5,0,1,0,3,7,0
287,1,0,0,0,0,0,0,1,20,37,1,20,57,77,0,0,0,0,3,1,6,0,1,0,4,9,0
288,1,0,0,0,0,0,0,1,12,30,2,0,47,47,0,0,0,0,1,2,5,0,1,0,3,8,0
289,0,0,0,0,0,0,0,1,7,26,1,16,37,53,0,0,0,0,1,1,8,0,1,0,6,9,0
290,0,0,0,40,0,0,0,1,8,20,1,1,28,29,1,0,0,0,0,2,3,0,1,1,1,6,0
291,0,0,0,8,0,0,0,1,11,27,1,0,38,38,0,0,0,0,1,2,4,0,1,0,2,7,0
292,0,0,0,0,0,0,1,0,13,24,1,0,37,37,0,0,0,0,0,2,5,1,1,0,3,6,0
293,0,0,0,2,0,0,0,1,15,43,2,0,58,58,0,0,0,0,2,6,7,1,2,0,5,13,0
294,0,0,0,0,0,0,0,1,16,27,1,0,43,43,0,0,0,0,0,2,4,0,1,0,2,6,0
295,1,0,0,6,0,0,1,1,14,29,3,4,46,50,0,0,2,0,1,2,4,1,1,0,2,8,0
296,1,0,0,0,0,0,0,0,13,21,1,0,34,34,0,0,0,0,0,3,3,0,1,0,1,6,0
297,0,0,0,0,0,0,0,1,11,24,1,4,35,39,0,0,0,0,2,3,2,0,1,0,0,7,0
298,0,0,0,0,0,0,0,1,3,14,1,0,17,17,0,0,0,0,1,1,2,0,1,0,0,4,0
299,0,0,0,0,0,0,0,1,3,14,1,0,20,20,0,0,0,0,1,1,4,0,1,0,2,5,0
300,3,0,0,30,1,0,0,1,3,11,1,0,14,14,0,0,0,0,0,1,3,0,1,0,1,3,0
301,1,0,4,370,4,0,0,1,12,20,1,0,33,33,0,0,0,0,1,3,3,0,1,0,1,7,0
302,2,0,0,1,0,0,0,1,10,14,1,0,24,24,0,0,0,0,1,2,3,0,1,0,1,5,0
303,0,0,0,28,0,0,1,0,28,56,2,0,84,84,1,0,0,0,1,3,8,1,1,1,6,14,0
304,0,0,0,28,0,0,1,0,21,45,1,0,66,66,0,0,0,0,1,3,8,1,1,0,6,12,0
305,0,0,0,28,0,0,0,1,21,43,1,0,64,64,0,0,0,0,1,2,8,0,1,0,6,11,0
306,0,0,0,28,0,0,0,0,21,42,1,0,63,63,0,0,0,0,1,2,8,0,1,0,6,11,0
307,0,0,0,22,0,0,1,1,9,25,1,0,34,34,0,0,0,0,1,4,5,1,1,0,3,10,0
308,0,0,0,276,0,0,0,0,15,27,1,2,42,44,0,0,0,0,2,3,3,0,1,0,1,7,0
309,1,0,0,0,0,0,1,0,21,35,1,0,56,56,0,0,0,0,0,3,9,1,1,0,7,11,0
310,0,0,0,0,0,0,0,1,13,25,1,0,39,39,0,0,0,0,0,1,4,0,1,0,2,5,0
311,0,0,0,0,0,0,0,1,13,25,1,0,39,39,0,0,0,0,0,1,5,0,1,0,3,5,0
312,1,0,0,2,0,0,0,1,9,26,1,0,35,35,0,0,0,0,0,2,5,0,1,0,3,7,0
313,0,0,0,7,1,0,1,0,12,25,1,0,38,38,0,0,0,0,0,3,5,1,1,0,3,8,0
314,1,0,0,0,0,0,0,0,27,47,3,0,74,74,1,0,0,0,0,4,5,0,1,1,3,12,0
315,1,0,0,0,0,0,0,1,46,72,6,141,122,263,1,0,0,0,0,2,6,0,1,2,4,11,0
316,1,0,0,2,0,0,0,0,10,25,1,0,35,35,0,0,0,0,0,2,5,0,1,0,3,7,0
317,1,0,0,1,0,0,0,0,19,49,1,3,69,72,0,0,0,0,1,2,8,0,1,0,6,11,0
318,1,0,0,1,0,0,0,0,19,49,1,3,69,72,0,0,0,0,1,2,9,0,1,0,7,11,0
319,3,0,0,66,0,0,0,1,18,35,1,0,55,55,0,0,0,0,5,4,5,1,1,0,3,14,0
320,0,0,0,0,0,0,0,1,15,29,1,0,47,47,0,0,0,0,0,1,5,0,1,0,3,5,0
321,0,0,0,0,0,0,0,1,15,29,1,0,47,47,0,0,0,0,0,1,4,0,1,0,2,5,0
322,0,0,0,0,0,0,1,1,19,59,1,0,80,80,0,0,0,0,0,3,11,1,1,0,9,14,0
323,0,0,0,1,0,0,0,1,33,60,14,9,105,114,0,0,2,0,1,2,5,0,1,0,3,8,0
324,1,0,0,12,0,0,0,0,14,30,1,12,56,68,0,0,0,0,3,3,5,0,1,0,3,11,0
325,0,0,0,3,0,0,0,0,12,28,4,14,47,61,0,0,1,0,1,3,5,0,1,0,3,11,0
326,1,0,0,12,0,0,0,0,15,32,1,8,54,62,0,0,0,0,2,3,5,0,1,0,3,10,0
327,0,0,0,1,0,0,0,0,12,30,1,12,54,66,0,0,0,0,3,3,5,0,1,0,3,11,0
328,1,0,0,12,0,0,0,0,12,29,1,12,53,65,0,0,0,0,4,3,5,0,1,0,3,12,0
329,1,0,0,0,0,0,0,1,9,24,1,0,34,34,0,0,0,0,0,2,5,0,1,0,3,7,0
330,2,0,0,0,1,0,0,0,15,23,1,3,38,41,0,0,0,0,0,1,7,0,1,0,5,7,0
331,1,0,0,0,0,0,0,1,7,14,1,0,26,26,0,0,0,0,0,1,5,0,1,0,3,5,0
332,1,0,0,0,0,0,0,0,17,33,1,13,50,63,1,0,0,0,1,3,3,0,1,1,1,9,0
333,0,0,0,0,0,0,0,1,12,29,1,0,41,41,0,0,0,0,0,1,6,0,1,0,4,6,0
334,1,0,0,0,0,0,0,1,9,16,1,5,26,31,0,0,0,0,2,1,5,0,1,0,3,7,0
335,3,0,0,78,0,0,0,1,17,41,3,3,59,62,1,0,0,0,1,2,6,0,1,1,4,12,0
336,0,0,0,1,0,0,0,0,15,24,1,24,39,63,0,0,0,0,0,1,6,0,1,0,4,7,0
337,0,0,1,21,1,0,1,0,10,21,1,0,33,33,0,0,0,0,0,3,5,1,1,0,3,7,0
338,0,0,0,0,1,0,0,0,8,24,2,0,35,35,1,0,0,0,0,2,3,0,1,1,1,8,0
339,1,0,0,0,0,0,0,0,13,27,1,0,40,40,0,0,0,0,0,1,7,0,1,0,5,7,0
340,1,0,0,0,0,0,0,0,13,23,1,0,37,37,0,0,0,0,0,1,6,0,1,0,4,6,0
341,5,0,0,0,1,0,0,0,16,40,1,21,56,77,0,0,0,0,1,2,7,0,1,0,5,10,0
342,0,0,0,0,0,0,0,0,18,38,2,0,64,64,0,0,0,0,0,1,10,0,2,0,8,10,0
343,0,0,0,0,0,0,0,0,17,35,6,2,52,54,1,0,1,0,1,2,7,0,1,1,5,13,0
344,1,0,0,2,0,0,0,1,23,55,2,17,78,95,0,0,0,0,3,2,7,0,1,1,5,13,0
345,1,0,0,0,0,0,0,1,54,96,6,105,157,262,1,0,0,0,0,2,6,0,1,2,4,11,0
346,1,0,0,0,0,0,0,0,6,17,1,18,27,45,0,0,0,0,2,2,5,0,1,0,3,8,0
347,1,0,0,0,0,0,0,0,6,17,1,18,27,45,0,0,0,0,2,2,4,0,1,0,2,8,0
348,1,0,0,2,0,0,0,1,10,22,1,0,32,32,0,0,0,0,0,1,5,0,1,0,3,5,0
349,1,0,0,2,0,0,0,1,10,22,1,0,32,32,0,0,0,0,0,1,4,0,1,0,2,5,0
350,2,0,0,10,1,0,0,0,11,25,1,0,36,36,0,0,0,0,1,3,3,0,1,0,1,7,0
351,0,0,0,1,0,0,0,0,14,29,1,20,43,63,0,0,0,0,0,1,6,0,1,0,4,7,0
352,2,0,0,5,0,0,0,1,27,55,1,20,82,102,0,0,0,0,2,3,8,0,1,0,6,13,0
353,0,0,0,0,0,0,0,0,3,19,1,0,22,22,0,0,0,0,1,2,3,0,1,0,1,6,0
354,0,0,0,0,0,0,0,0,3,13,1,0,16,16,0,0,0,0,1,1,3,0,1,0,1,4,0
355,0,0,0,0,0,0,0,0,3,19,1,0,22,22,0,0,0,0,1,2,3,0,1,0,1,6,0
356,0,0,0,0,0,0,0,0,3,13,1,0,16,16,0,0,0,0,1,1,3,0,1,0,1,4,0
357,0,0,0,0,0,0,0,0,3,19,1,0,22,22,0,0,0,0,1,2,3,0,1,0,1,6,0
358,0,0,0,0,0,0,0,0,3,13,1,0,16,16,0,0,0,0,1,1,3,0,1,0,1,4,0
359,1,0,0,0,0,0,0,0,8,16,1,2,24,26,0,0,0,0,0,2,3,0,1,0,1,4,0
360,0,0,0,0,0,0,0,1,11,24,1,8,35,43,0,0,0,0,2,3,4,0,1,0,2,8,0
361,1,0,0,1,0,0,1,1,13,27,1,2,40,42,0,0,0,0,0,3,4,1,1,0,2,6,0
362,0,0,0,0,0,0,0,1,11,27,1,8,38,46,0,0,0,0,2,4,4,0,1,0,2,9,0
363,6,0,6,9,6,0,0,1,55,121,1,42,200,242,1,0,0,0,30,2,6,1,1,1,4,40,0
364,0,0,0,0,0,0,0,1,4,12,1,0,16,16,0,0,0,0,1,1,2,0,1,0,0,4,0
365,0,0,0,1,0,0,0,1,17,29,1,0,51,51,0,0,0,0,0,4,6,0,1,0,4,10,0
366,1,0,0,0,0,0,0,0,8,16,1,2,24,26,0,0,0,0,0,2,3,0,1,0,1,4,0
367,0,0,0,0,0,0,0,1,11,25,1,8,36,44,0,0,0,0,2,3,4,0,1,0,2,8,0
368,1,0,0,26,0,0,0,1,14,24,1,0,40,40,0,0,0,0,0,1,5,0,1,0,3,5,0
369,1,0,0,26,0,0,0,1,14,24,1,0,40,40,0,0,0,0,0,1,4,0,1,0,2,5,0
370,1,0,0,6,1,0,0,1,9,17,1,0,26,26,0,0,0,0,0,2,3,0,1,0,1,4,0
371,1,0,0,222,1,0,0,0,8,16,1,2,24,26,0,0,0,0,0,2,3,0,1,0,1,4,0
372,0,0,0,0,0,0,0,1,12,25,1,4,37,41,0,0,0,0,2,3,2,0,1,0,0,7,0
373,0,0,0,0,0,0,0,1,13,23,1,4,36,40,0,0,0,0,2,3,2,0,1,0,0,7,0
374,0,0,0,0,0,0,0,1,13,22,1,8,35,43,0,0,0,0,2,3,4,0,1,0,2,8,0
375,0,0,0,1,0,0,0,1,0,17,1,0,17,17,0,0,0,0,0,1,2,0,1,0,0,3,0
376,0,0,0,28,0,0,1,1,26,58,3,0,84,84,1,0,0,0,1,3,8,1,1,1,6,15,0
377,0,0,0,28,0,0,1,1,26,58,3,0,84,84,1,0,0,0,1,3,8,1,1,1,6,15,0
378,0,0,0,28,0,0,1,1,53,105,4,60,158,218,1,0,0,0,1,3,8,1,1,3,6,18,0
379,0,0,0,28,0,0,1,1,29,59,3,0,88,88,1,0,0,0,1,3,8,1,1,1,6,15,0
380,0,0,0,28,0,0,1,1,37,89,4,92,126,218,1,0,0,0,1,3,8,1,1,3,6,18,0
381,0,0,0,28,0,0,1,1,25,58,5,18,83,101,1,0,0,0,1,3,8,1,1,1,6,15,0
382,0,0,0,22,0,0,0,1,9,22,1,1,31,32,0,0,0,0,1,3,5,0,1,0,3,9,0
383,0,0,0,1,0,0,0,1,23,42,1,1,65,66,0,0,0,0,2,4,7,0,1,0,5,12,0
384,0,0,0,3,0,0,0,1,10,30,1,3,41,44,0,0,0,0,0,2,4,0,1,0,2,5,0
385,0,0,0,3,0,0,0,1,10,30,1,3,41,44,0,0,0,0,0,2,3,0,1,0,1,5,0
386,0,0,0,0,0,0,0,1,22,45,1,0,67,67,0,0,0,0,0,2,8,0,1,0,6,10,0
387,0,0,0,0,0,0,0,1,8,23,1,0,31,31,0,0,0,0,1,4,3,0,1,0,1,8,0
388,0,0,0,276,0,0,0,1,18,33,1,2,51,53,0,0,0,0,2,3,4,0,1,0,2,9,0
389,0,0,0,276,0,0,0,1,18,33,1,2,51,53,0,0,0,0,2,3,4,0,1,0,2,9,0
390,0,0,0,276,0,0,0,1,15,28,1,2,43,45,0,0,0,0,2,3,3,0,1,0,1,7,0
391,0,0,0,276,0,0,0,1,18,33,1,2,51,53,0,0,0,0,2,3,4,0,1,0,2,9,0
392,0,0,0,276,0,0,0,1,15,28,1,2,43,45,0,0,0,0,2,3,3,0,1,0,1,7,0
393,0,0,0,0,0,0,0,1,11,36,3,2,47,49,1,0,0,0,1,2,6,0,1,1,4,12,0
394,0,0,0,0,0,0,0,1,7,13,1,1,20,21,0,0,0,0,0,1,3,0,1,0,1,3,0
395,0,0,0,0,0,0,0,1,13,23,1,8,36,44,0,0,0,0,2,3,4,0,1,0,2,8,0
396,1,0,0,1,0,0,0,1,6,20,2,0,29,29,0,0,0,0,0,2,5,0,1,0,3,8,0
397,1,0,0,18,0,1,0,0,7,19,1,11,26,37,0,0,0,0,0,4,5,0,1,0,3,9,0
398,0,0,0,0,0,0,0,0,17,28,1,7,50,57,0,0,0,0,0,2,5,0,1,0,3,7,0
399,0,0,0,0,0,0,0,1,10,25,1,8,35,43,0,0,0,0,2,3,4,0,1,0,2,8,0
400,0,0,0,0,0,0,0,0,9,27,1,0,36,36,0,0,0,0,1,1,6,0,1,0,4,8,0
401,3,0,1,36,4,0,0,1,37,64,1,31,101,132,0,0,0,0,11,4,6,1,2,0,4,21,0
402,0,0,0,0,0,0,0,1,12,26,1,8,38,46,0,0,0,0,2,4,4,0,1,0,2,9,0
403,0,0,0,0,0,0,0,1,13,22,1,8,35,43,0,0,0,0,2,3,4,0,1,0,2,8,0
404,0,0,0,0,0,0,0,1,12,25,1,8,37,45,0,0,0,0,2,3,4,0,1,0,2,8,0
405,0,0,0,0,0,0,0,1,4,9,1,3,13,16,0,0,0,0,0,1,2,0,1,0,0,3,0
406,0,0,0,4,0,0,0,1,3,10,1,0,13,13,0,0,0,0,0,1,3,0,1,0,1,3,0
407,0,0,0,4,0,0,0,1,3,10,1,0,13,13,0,0,0,0,0,1,3,0,1,0,1,3,0
408,0,0,0,4,0,0,0,1,3,10,1,0,13,13,0,0,0,0,0,1,2,0,1,0,0,3,0
409,0,0,0,0,0,0,0,0,4,13,1,1,17,18,0,0,0,0,1,2,2,0,1,0,0,5,0
410,0,0,0,0,0,1,0,0,2,11,1,11,13,24,0,0,0,0,0,4,3,0,1,0,1,7,0
411,0,0,0,3,0,0,0,0,16,32,1,6,48,54,0,0,0,0,0,3,5,0,1,0,3,8,0
412,0,0,0,3,0,0,0,1,12,22,1,5,34,39,1,0,0,0,1,3,4,0,1,1,2,9,0
413,1,0,0,11,1,0,0,1,18,36,1,3,57,60,0,0,0,0,1,3,5,0,1,0,3,9,0
414,0,0,0,2,0,0,0,0,17,39,2,5,61,66,0,0,0,0,1,2,7,0,1,0,5,9,0
415,0,0,0,2,0,0,0,0,17,39,2,5,61,66,0,0,0,0,1,2,7,0,1,0,5,9,0
416,0,0,0,2,0,0,0,0,17,39,2,5,61,66,0,0,0,0,1,2,7,0,1,0,5,9,0
417,0,0,0,2,0,0,0,0,17,39,2,5,61,66,0,0,0,0,1,2,7,0,1,0,5,9,0
418,0,0,0,0,0,0,0,0,22,47,1,0,72,72,0,0,0,0,1,2,10,0,1,0,8,13,0
419,0,0,0,0,0,0,0,0,8,17,1,1,25,26,0,0,0,0,0,2,3,0,1,0,1,4,0
420,2,0,3,322,3,0,1,1,11,33,1,0,44,44,0,0,0,0,0,5,4,1,1,0,2,9,0
421,0,0,0,5,0,0,0,1,6,12,1,2,20,22,1,0,0,0,0,1,3,0,1,1,1,5,0
422,0,0,0,0,0,0,0,1,8,20,1,0,29,29,0,0,0,0,0,3,3,0,1,0,1,6,0
423,1,0,0,1,0,0,0,0,6,20,2,2,33,35,0,0,1,0,0,2,5,0,1,0,3,8,0
424,2,0,0,24,0,0,0,1,21,42,3,22,63,85,1,0,0,0,1,3,3,0,1,2,1,11,0
425,2,0,0,24,0,0,0,1,9,22,1,0,31,31,0,0,0,0,1,3,3,0,1,0,1,7,0
426,2,0,0,24,0,0,0,1,7,16,1,0,23,23,0,0,0,0,1,2,3,0,1,0,1,5,0
427,0,0,0,0,0,0,0,1,5,13,1,0,18,18,0,0,0,0,1,2,3,0,1,0,1,5,0
428,0,0,0,0,0,0,0,1,5,18,1,0,23,23,0,0,0,0,1,3,3,0,1,0,1,7,0
429,0,0,1,0,1,0,0,0,15,25,1,9,41,50,0,0,0,0,2,3,5,0,1,0,3,10,0
430,0,0,0,0,0,0,0,0,21,27,1,0,48,48,0,0,0,0,0,2,5,0,1,0,3,7,0
431,1,0,0,0,0,0,0,1,10,28,1,0,39,39,0,0,0,0,0,2,5,0,1,0,3,7,0
432,0,0,0,0,0,0,0,1,25,48,3,26,76,102,0,0,0,0,1,3,7,0,1,0,5,11,0
433,1,0,0,0,0,0,0,0,6,20,1,12,26,38,0,0,0,0,0,3,5,0,1,0,3,8,0
434,0,0,0,0,0,0,0,0,26,53,1,8,79,87,0,0,0,0,0,3,4,0,2,0,2,7,0
435,0,0,0,1,0,0,0,1,13,32,1,1,47,48,0,0,0,0,0,2,6,0,1,0,4,8,0
436,0,0,0,0,0,0,0,0,11,12,1,0,23,23,0,0,0,0,0,2,2,0,1,0,0,4,0
437,0,0,0,1,0,0,0,1,15,29,1,2,46,48,0,0,0,0,0,2,6,0,1,0,4,8,0
438,0,0,0,0,0,0,0,1,12,24,1,0,36,36,0,0,0,0,0,2,4,0,1,0,2,6,0
439,0,0,0,0,0,0,0,0,10,25,1,0,35,35,0,0,0,0,0,3,4,0,1,0,2,7,0
440,0,0,0,0,0,0,0,1,5,21,1,2,26,28,0,0,0,0,0,1,5,0,1,0,3,5,0
441,1,0,2,2,2,0,0,1,19,34,1,0,53,53,0,0,0,0,0,2,3,0,1,0,1,4,0
442,1,0,0,0,0,0,0,1,10,17,1,0,27,27,0,0,0,0,1,2,3,0,1,0,1,5,0
443,1,0,0,0,0,0,0,0,33,71,3,0,104,104,1,0,0,0,1,3,10,0,1,1,8,17,0
444,0,0,1,21,1,0,0,1,10,19,1,0,31,31,0,0,0,0,0,2,4,0,1,0,2,6,0
445,1,0,0,0,0,0,0,1,6,15,1,0,21,21,0,0,0,0,1,2,3,0,1,0,1,5,0
446,1,0,0,0,0,0,0,1,9,19,1,0,28,28,0,0,0,0,0,2,3,0,1,0,1,4,0
447,1,0,0,0,0,0,0,1,7,12,1,0,19,19,0,0,0,0,1,2,3,0,1,0,1,5,0
448,1,0,0,0,0,0,0,1,9,16,1,0,25,25,0,0,0,0,1,2,3,0,1,0,1,5,0
449,1,0,0,0,0,0,0,1,10,16,1,0,26,26,0,0,0,0,1,2,3,0,1,0,1,5,0
450,1,0,0,0,0,0,0,1,12,19,1,0,31,31,0,0,0,0,1,2,3,0,1,0,1,5,0
451,1,0,0,0,0,0,0,1,11,20,1,0,31,31,0,0,0,0,1,2,3,0,1,0,1,5,0
452,1,0,0,0,0,0,0,1,5,13,1,0,18,18,0,0,0,0,1,2,3,0,1,0,1,5,0
453,1,0,0,0,0,0,0,1,5,13,1,0,18,18,0,0,0,0,1,2,3,0,1,0,1,5,0
454,1,0,0,0,0,0,0,1,10,16,1,0,26,26,0,0,0,0,1,2,3,0,1,0,1,5,0
455,0,0,0,0,0,0,0,1,51,116,2,50,193,243,1,0,0,0,22,5,6,1,1,1,4,35,0
456,1,0,0,0,0,0,0,1,9,15,1,0,24,24,0,0,0,0,1,2,3,0,1,0,1,5,0
457,1,0,0,0,0,0,0,1,5,14,1,0,19,19,0,0,0,0,1,2,3,0,1,0,1,5,0
458,0,0,0,0,0,0,0,0,10,30,1,2,40,42,0,0,0,0,1,1,8,0,1,0,6,9,0
459,1,0,0,0,0,0,0,1,7,24,1,11,51,62,1,0,0,0,0,1,4,0,1,2,2,5,0
460,1,0,0,0,0,0,0,1,7,24,1,11,51,62,1,0,0,0,0,1,3,0,1,2,1,5,0
461,0,0,0,1,0,0,0,0,8,29,1,0,37,37,0,0,0,0,0,3,4,0,1,0,2,7,0
462,0,0,0,0,0,0,0,1,1,15,1,0,16,16,0,0,0,0,0,2,3,0,1,0,1,4,0
463,0,0,0,0,0,0,0,1,43,63,1,44,106,150,0,0,0,0,18,2,6,1,1,0,4,26,0
464,0,0,0,0,0,0,0,1,2,14,1,0,16,16,0,0,0,0,1,1,3,0,1,0,1,4,0
465,0,0,0,4,0,0,0,1,3,10,1,0,13,13,0,0,0,0,0,1,3,0,1,0,1,3,0
466,0,0,0,0,0,0,0,0,23,48,1,0,74,74,0,0,0,0,1,2,11,0,1,0,9,13,0
467,0,0,0,0,0,0,0,1,27,58,3,0,90,90,1,0,0,0,1,2,11,0,1,2,9,17,0
468,0,0,0,0,0,0,0,1,28,59,3,0,94,94,1,0,0,0,1,4,11,0,1,2,9,19,0
469,0,0,0,0,0,0,0,1,17,38,1,0,58,58,0,0,0,0,1,2,9,0,1,0,7,11,0
470,0,0,0,0,0,0,0,0,27,57,3,0,87,87,1,0,0,0,1,2,11,0,1,2,9,16,0
471,0,0,0,3,0,0,0,0,11,26,1,5,44,49,0,0,0,0,1,3,5,0,1,0,3,9,0
472,1,0,0,0,0,0,0,0,28,48,4,5,85,90,0,0,0,0,1,1,9,0,1,0,7,11,0
473,1,0,0,0,0,0,0,0,28,48,4,5,85,90,0,0,0,0,1,1,9,0,1,0,7,11,0
474,1,0,0,0,0,0,0,0,28,48,4,5,85,90,0,0,0,0,1,1,9,0,1,0,7,11,0
475,2,0,0,226,0,0,0,1,10,23,1,0,33,33,0,0,0,0,0,2,3,0,1,0,1,5,0
476,7,0,1,89,1,0,0,0,14,29,1,0,43,43,0,0,0,0,0,2,5,0,1,0,3,7,0
477,0,0,0,0,0,0,0,1,32,46,1,0,78,78,0,0,0,0,3,4,3,0,1,0,1,10,0
478,1,0,0,0,0,0,0,0,6,18,1,4,24,28,0,0,0,0,0,1,4,0,1,0,2,5,0
479,1,0,0,0,0,0,0,0,7,17,1,4,24,28,0,0,0,0,0,1,4,0,1,0,2,5,0
